QuadrantTargetId,QuadrantId,AnimalId,MonthNumber,YearNumber,LowerTarget,HigherTarget
225,3,3,9,2009,300,700
226,3,3,10,2009,300,700
227,3,3,11,2009,300,700
228,3,3,12,2009,300,700
229,3,4,1,2009,2000,4000
230,3,4,2,2009,2000,4000
231,3,4,3,2009,2000,4000
232,3,4,4,2009,2000,4000
233,3,4,5,2009,2000,4000
234,3,4,6,2009,2000,4000
235,3,4,7,2009,2000,4000
236,3,4,8,2009,2000,4000
237,3,4,9,2009,2000,4000
238,3,4,10,2009,2000,4000
239,3,4,11,2009,2000,4000
240,3,4,12,2009,2000,4000
241,3,5,1,2009,1000,3000
242,3,5,2,2009,1000,3000
243,3,5,3,2009,1000,3000
244,3,5,4,2009,1000,3000
245,3,5,5,2009,1000,3000
246,3,5,6,2009,1000,3000
247,3,5,7,2009,1000,3000
248,3,5,8,2009,1000,3000
249,3,5,9,2009,1000,3000
250,3,5,10,2009,1000,3000
251,3,5,11,2009,1000,3000
252,3,5,12,2009,1000,3000
253,3,6,1,2009,2000,4000
254,3,6,2,2009,2000,4000
255,3,6,3,2009,2000,4000
256,3,6,4,2009,2000,4000
257,3,6,5,2009,2000,4000
258,3,6,6,2009,2000,4000
259,3,6,7,2009,2000,4000
260,3,6,8,2009,2000,4000
261,3,6,9,2009,2000,4000
262,3,6,10,2009,2000,4000
263,3,6,11,2009,2000,4000
264,3,6,12,2009,2000,4000
265,3,7,1,2009,800,1200
266,3,7,2,2009,800,1200
267,3,7,3,2009,800,1200
268,3,7,4,2009,800,1200
269,3,7,5,2009,800,1200
270,3,7,6,2009,800,1200
271,3,7,7,2009,800,1200
272,3,7,8,2009,800,1200
273,3,7,9,2009,800,1200
274,3,7,10,2009,800,1200
275,3,7,11,2009,800,1200
276,3,7,12,2009,800,1200
277,3,8,1,2009,300,700
278,3,8,2,2009,300,700
279,3,8,3,2009,300,700
280,3,8,4,2009,300,700
281,3,8,5,2009,300,700
282,3,8,6,2009,300,700
283,3,8,7,2009,300,700
284,3,8,8,2009,300,700
285,3,8,9,2009,300,700
286,3,8,10,2009,300,700
287,3,8,11,2009,300,700
288,3,8,12,2009,300,700
289,4,1,1,2009,1000,2000
290,4,1,2,2009,1000,2000
291,4,1,3,2009,1000,2000
292,4,1,4,2009,1000,2000
293,4,1,5,2009,1000,2000
294,4,1,6,2009,1000,2000
295,4,1,7,2009,1000,2000
296,4,1,8,2009,1000,2000
297,4,1,9,2009,1000,2000
298,4,1,10,2009,1000,2000
299,4,1,11,2009,1000,2000
300,4,1,12,2009,1000,2000
301,4,2,1,2009,1000,2000
302,4,2,2,2009,1000,2000
303,4,2,3,2009,1000,2000
304,4,2,4,2009,1000,2000
305,4,2,5,2009,1000,2000
306,4,2,6,2009,1000,2000
307,4,2,7,2009,1000,2000
308,4,2,8,2009,1000,2000
309,4,2,9,2009,1000,2000
310,4,2,10,2009,1000,2000
311,4,2,11,2009,1000,2000
312,4,2,12,2009,1000,2000
313,4,3,1,2009,300,700
314,4,3,2,2009,300,700
315,4,3,3,2009,300,700
316,4,3,4,2009,300,700
317,4,3,5,2009,300,700
318,4,3,6,2009,300,700
319,4,3,7,2009,300,700
320,4,3,8,2009,300,700
321,4,3,9,2009,300,700
322,4,3,10,2009,300,700
323,4,3,11,2009,300,700
324,4,3,12,2009,300,700
325,4,4,1,2009,2000,4000
326,4,4,2,2009,2000,4000
327,4,4,3,2009,2000,4000
328,4,4,4,2009,2000,4000
329,4,4,5,2009,2000,4000
330,4,4,6,2009,2000,4000
331,4,4,7,2009,2000,4000
332,4,4,8,2009,2000,4000
333,4,4,9,2009,2000,4000
334,4,4,10,2009,2000,4000
335,4,4,11,2009,2000,4000
336,4,4,12,2009,2000,4000
337,4,5,1,2009,1000,3000
338,4,5,2,2009,1000,3000
339,4,5,3,2009,1000,3000
340,4,5,4,2009,1000,3000
341,4,5,5,2009,1000,3000
342,4,5,6,2009,1000,3000
343,4,5,7,2009,1000,3000
344,4,5,8,2009,1000,3000
345,4,5,9,2009,1000,3000
346,4,5,10,2009,1000,3000
347,4,5,11,2009,1000,3000
348,4,5,12,2009,1000,3000
349,4,6,1,2009,2000,4000
350,4,6,2,2009,2000,4000
351,4,6,3,2009,2000,4000
352,4,6,4,2009,2000,4000
353,4,6,5,2009,2000,4000
354,4,6,6,2009,2000,4000
355,4,6,7,2009,2000,4000
356,4,6,8,2009,2000,4000
357,4,6,9,2009,2000,4000
358,4,6,10,2009,2000,4000
359,4,6,11,2009,2000,4000
360,4,6,12,2009,2000,4000
361,4,7,1,2009,800,1200
362,4,7,2,2009,800,1200
363,4,7,3,2009,800,1200
364,4,7,4,2009,800,1200
365,4,7,5,2009,800,1200
366,4,7,6,2009,800,1200
367,4,7,7,2009,800,1200
368,4,7,8,2009,800,1200
369,4,7,9,2009,800,1200
370,4,7,10,2009,800,1200
371,4,7,11,2009,800,1200
372,4,7,12,2009,800,1200
373,4,8,1,2009,300,700
374,4,8,2,2009,300,700
375,4,8,3,2009,300,700
376,4,8,4,2009,300,700
377,4,8,5,2009,300,700
378,4,8,6,2009,300,700
379,4,8,7,2009,300,700
380,4,8,8,2009,300,700
381,4,8,9,2009,300,700
382,4,8,10,2009,300,700
383,4,8,11,2009,300,700
384,4,8,12,2009,300,700
385,1,1,1,2010,1000,2000
386,1,1,2,2010,1000,2000
387,1,1,3,2010,1000,2000
388,1,1,4,2010,1000,2000
389,1,1,5,2010,1000,2000
390,1,1,6,2010,1000,2000
391,1,1,7,2010,1000,2000
392,1,1,8,2010,1000,2000
393,1,1,9,2010,1000,2000
394,1,1,10,2010,1000,2000
395,1,1,11,2010,1000,2000
396,1,1,12,2010,1000,2000
397,1,2,1,2010,1000,2000
398,1,2,2,2010,1000,2000
399,1,2,3,2010,1000,2000
400,1,2,4,2010,1000,2000
401,1,2,5,2010,1000,2000
402,1,2,6,2010,1000,2000
403,1,2,7,2010,1000,2000
404,1,2,8,2010,1000,2000
405,1,2,9,2010,1000,2000
406,1,2,10,2010,1000,2000
407,1,2,11,2010,1000,2000
408,1,2,12,2010,1000,2000
409,1,3,1,2010,300,700
410,1,3,2,2010,300,700
411,1,3,3,2010,300,700
412,1,3,4,2010,300,700
413,1,3,5,2010,300,700
414,1,3,6,2010,300,700
415,1,3,7,2010,300,700
416,1,3,8,2010,300,700
417,1,3,9,2010,300,700
418,1,3,10,2010,300,700
419,1,3,11,2010,300,700
420,1,3,12,2010,300,700
421,1,4,1,2010,2000,4000
422,1,4,2,2010,2000,4000
423,1,4,3,2010,2000,4000
424,1,4,4,2010,2000,4000
425,1,4,5,2010,2000,4000
426,1,4,6,2010,2000,4000
427,1,4,7,2010,2000,4000
428,1,4,8,2010,2000,4000
429,1,4,9,2010,2000,4000
430,1,4,10,2010,2000,4000
431,1,4,11,2010,2000,4000
432,1,4,12,2010,2000,4000
433,1,5,1,2010,1000,3000
434,1,5,2,2010,1000,3000
435,1,5,3,2010,1000,3000
436,1,5,4,2010,1000,3000
437,1,5,5,2010,1000,3000
438,1,5,6,2010,1000,3000
439,1,5,7,2010,1000,3000
440,1,5,8,2010,1000,3000
441,1,5,9,2010,1000,3000
442,1,5,10,2010,1000,3000
443,1,5,11,2010,1000,3000
444,1,5,12,2010,1000,3000
445,1,6,1,2010,2000,4000
446,1,6,2,2010,2000,4000
447,1,6,3,2010,2000,4000
448,1,6,4,2010,2000,4000
449,1,6,5,2010,2000,4000
450,1,6,6,2010,2000,4000
451,1,6,7,2010,2000,4000
452,1,6,8,2010,2000,4000
453,1,6,9,2010,2000,4000
454,1,6,10,2010,2000,4000
455,1,6,11,2010,2000,4000
456,1,6,12,2010,2000,4000
457,1,7,1,2010,800,1200
458,1,7,2,2010,800,1200
459,1,7,3,2010,800,1200
460,1,7,4,2010,800,1200
461,1,7,5,2010,800,1200
462,1,7,6,2010,800,1200
463,1,7,7,2010,800,1200
464,1,7,8,2010,800,1200
465,1,7,9,2010,800,1200
466,1,7,10,2010,800,1200
467,1,7,11,2010,800,1200
468,1,7,12,2010,800,1200
469,1,8,1,2010,300,700
470,1,8,2,2010,300,700
471,1,8,3,2010,300,700
472,1,8,4,2010,300,700
473,1,8,5,2010,300,700
474,1,8,6,2010,300,700
475,1,8,7,2010,300,700
476,1,8,8,2010,300,700
477,1,8,9,2010,300,700
478,1,8,10,2010,300,700
479,1,8,11,2010,300,700
480,1,8,12,2010,300,700
481,2,1,1,2010,1000,2000
482,2,1,2,2010,1000,2000
483,2,1,3,2010,1000,2000
484,2,1,4,2010,1000,2000
485,2,1,5,2010,1000,2000
486,2,1,6,2010,1000,2000
487,2,1,7,2010,1000,2000
488,2,1,8,2010,1000,2000
489,2,1,9,2010,1000,2000
490,2,1,10,2010,1000,2000
491,2,1,11,2010,1000,2000
492,2,1,12,2010,1000,2000
493,2,2,1,2010,1000,2000
494,2,2,2,2010,1000,2000
495,2,2,3,2010,1000,2000
496,2,2,4,2010,1000,2000
497,2,2,5,2010,1000,2000
498,2,2,6,2010,1000,2000
499,2,2,7,2010,1000,2000
500,2,2,8,2010,1000,2000
501,2,2,9,2010,1000,2000
502,2,2,10,2010,1000,2000
503,2,2,11,2010,1000,2000
504,2,2,12,2010,1000,2000
505,2,3,1,2010,300,700
506,2,3,2,2010,300,700
507,2,3,3,2010,300,700
508,2,3,4,2010,300,700
509,2,3,5,2010,300,700
510,2,3,6,2010,300,700
511,2,3,7,2010,300,700
512,2,3,8,2010,300,700
513,2,3,9,2010,300,700
514,2,3,10,2010,300,700
515,2,3,11,2010,300,700
516,2,3,12,2010,300,700
517,2,4,1,2010,2000,4000
518,2,4,2,2010,2000,4000
519,2,4,3,2010,2000,4000
520,2,4,4,2010,2000,4000
521,2,4,5,2010,2000,4000
522,2,4,6,2010,2000,4000
523,2,4,7,2010,2000,4000
524,2,4,8,2010,2000,4000
525,2,4,9,2010,2000,4000
526,2,4,10,2010,2000,4000
527,2,4,11,2010,2000,4000
528,2,4,12,2010,2000,4000
529,2,5,1,2010,1000,3000
530,2,5,2,2010,1000,3000
531,2,5,3,2010,1000,3000
532,2,5,4,2010,1000,3000
533,2,5,5,2010,1000,3000
534,2,5,6,2010,1000,3000
535,2,5,7,2010,1000,3000
536,2,5,8,2010,1000,3000
537,2,5,9,2010,1000,3000
538,2,5,10,2010,1000,3000
539,2,5,11,2010,1000,3000
540,2,5,12,2010,1000,3000
541,2,6,1,2010,2000,4000
542,2,6,2,2010,2000,4000
543,2,6,3,2010,2000,4000
544,2,6,4,2010,2000,4000
545,2,6,5,2010,2000,4000
546,2,6,6,2010,2000,4000
547,2,6,7,2010,2000,4000
548,2,6,8,2010,2000,4000
549,2,6,9,2010,2000,4000
550,2,6,10,2010,2000,4000
551,2,6,11,2010,2000,4000
552,2,6,12,2010,2000,4000
553,2,7,1,2010,800,1200
554,2,7,2,2010,800,1200
555,2,7,3,2010,800,1200
556,2,7,4,2010,800,1200
557,2,7,5,2010,800,1200
558,2,7,6,2010,800,1200
559,2,7,7,2010,800,1200
560,2,7,8,2010,800,1200
561,2,7,9,2010,800,1200
562,2,7,10,2010,800,1200
563,2,7,11,2010,800,1200
564,2,7,12,2010,800,1200
565,2,8,1,2010,300,700
566,2,8,2,2010,300,700
567,2,8,3,2010,300,700
568,2,8,4,2010,300,700
569,2,8,5,2010,300,700
570,2,8,6,2010,300,700
571,2,8,7,2010,300,700
572,2,8,8,2010,300,700
573,2,8,9,2010,300,700
574,2,8,10,2010,300,700
575,2,8,11,2010,300,700
576,2,8,12,2010,300,700
577,3,1,1,2010,1000,2000
578,3,1,2,2010,1000,2000
579,3,1,3,2010,1000,2000
580,3,1,4,2010,1000,2000
581,3,1,5,2010,1000,2000
582,3,1,6,2010,1000,2000
583,3,1,7,2010,1000,2000
584,3,1,8,2010,1000,2000
585,3,1,9,2010,1000,2000
586,3,1,10,2010,1000,2000
587,3,1,11,2010,1000,2000
588,3,1,12,2010,1000,2000
589,3,2,1,2010,1000,2000
590,3,2,2,2010,1000,2000
591,3,2,3,2010,1000,2000
592,3,2,4,2010,1000,2000
593,3,2,5,2010,1000,2000
594,3,2,6,2010,1000,2000
595,3,2,7,2010,1000,2000
596,3,2,8,2010,1000,2000
597,3,2,9,2010,1000,2000
598,3,2,10,2010,1000,2000
599,3,2,11,2010,1000,2000
600,3,2,12,2010,1000,2000
601,3,3,1,2010,300,700
602,3,3,2,2010,300,700
603,3,3,3,2010,300,700
604,3,3,4,2010,300,700
605,3,3,5,2010,300,700
606,3,3,6,2010,300,700
607,3,3,7,2010,300,700
608,3,3,8,2010,300,700
609,3,3,9,2010,300,700
610,3,3,10,2010,300,700
611,3,3,11,2010,300,700
612,3,3,12,2010,300,700
613,3,4,1,2010,2000,4000
614,3,4,2,2010,2000,4000
615,3,4,3,2010,2000,4000
616,3,4,4,2010,2000,4000
617,3,4,5,2010,2000,4000
618,3,4,6,2010,2000,4000
619,3,4,7,2010,2000,4000
620,3,4,8,2010,2000,4000
621,3,4,9,2010,2000,4000
622,3,4,10,2010,2000,4000
623,3,4,11,2010,2000,4000
624,3,4,12,2010,2000,4000
625,3,5,1,2010,1000,3000
626,3,5,2,2010,1000,3000
627,3,5,3,2010,1000,3000
628,3,5,4,2010,1000,3000
629,3,5,5,2010,1000,3000
630,3,5,6,2010,1000,3000
631,3,5,7,2010,1000,3000
632,3,5,8,2010,1000,3000
633,3,5,9,2010,1000,3000
634,3,5,10,2010,1000,3000
635,3,5,11,2010,1000,3000
636,3,5,12,2010,1000,3000
637,3,6,1,2010,2000,4000
638,3,6,2,2010,2000,4000
639,3,6,3,2010,2000,4000
640,3,6,4,2010,2000,4000
641,3,6,5,2010,2000,4000
642,3,6,6,2010,2000,4000
643,3,6,7,2010,2000,4000
644,3,6,8,2010,2000,4000
645,3,6,9,2010,2000,4000
646,3,6,10,2010,2000,4000
647,3,6,11,2010,2000,4000
648,3,6,12,2010,2000,4000
649,3,7,1,2010,800,1200
650,3,7,2,2010,800,1200
651,3,7,3,2010,800,1200
652,3,7,4,2010,800,1200
653,3,7,5,2010,800,1200
654,3,7,6,2010,800,1200
655,3,7,7,2010,800,1200
656,3,7,8,2010,800,1200
657,3,7,9,2010,800,1200
658,3,7,10,2010,800,1200
659,3,7,11,2010,800,1200
660,3,7,12,2010,800,1200
661,3,8,1,2010,300,700
662,3,8,2,2010,300,700
663,3,8,3,2010,300,700
664,3,8,4,2010,300,700
665,3,8,5,2010,300,700
666,3,8,6,2010,300,700
667,3,8,7,2010,300,700
668,3,8,8,2010,300,700
669,3,8,9,2010,300,700
670,3,8,10,2010,300,700
671,3,8,11,2010,300,700
672,3,8,12,2010,300,700
673,4,1,1,2010,1000,2000
674,4,1,2,2010,1000,2000
675,4,1,3,2010,1000,2000
676,4,1,4,2010,1000,2000
677,4,1,5,2010,1000,2000
678,4,1,6,2010,1000,2000
679,4,1,7,2010,1000,2000
680,4,1,8,2010,1000,2000
681,4,1,9,2010,1000,2000
682,4,1,10,2010,1000,2000
683,4,1,11,2010,1000,2000
684,4,1,12,2010,1000,2000
685,4,2,1,2010,1000,2000
686,4,2,2,2010,1000,2000
687,4,2,3,2010,1000,2000
688,4,2,4,2010,1000,2000
689,4,2,5,2010,1000,2000
690,4,2,6,2010,1000,2000
691,4,2,7,2010,1000,2000
692,4,2,8,2010,1000,2000
693,4,2,9,2010,1000,2000
694,4,2,10,2010,1000,2000
695,4,2,11,2010,1000,2000
696,4,2,12,2010,1000,2000
697,4,3,1,2010,300,700
698,4,3,2,2010,300,700
699,4,3,3,2010,300,700
700,4,3,4,2010,300,700
701,4,3,5,2010,300,700
702,4,3,6,2010,300,700
703,4,3,7,2010,300,700
704,4,3,8,2010,300,700
705,4,3,9,2010,300,700
706,4,3,10,2010,300,700
707,4,3,11,2010,300,700
708,4,3,12,2010,300,700
709,4,4,1,2010,2000,4000
710,4,4,2,2010,2000,4000
711,4,4,3,2010,2000,4000
712,4,4,4,2010,2000,4000
713,4,4,5,2010,2000,4000
714,4,4,6,2010,2000,4000
715,4,4,7,2010,2000,4000
716,4,4,8,2010,2000,4000
717,4,4,9,2010,2000,4000
718,4,4,10,2010,2000,4000
719,4,4,11,2010,2000,4000
720,4,4,12,2010,2000,4000
721,4,5,1,2010,1000,3000
722,4,5,2,2010,1000,3000
723,4,5,3,2010,1000,3000
724,4,5,4,2010,1000,3000
725,4,5,5,2010,1000,3000
726,4,5,6,2010,1000,3000
727,4,5,7,2010,1000,3000
728,4,5,8,2010,1000,3000
729,4,5,9,2010,1000,3000
730,4,5,10,2010,1000,3000
731,4,5,11,2010,1000,3000
732,4,5,12,2010,1000,3000
733,4,6,1,2010,2000,4000
734,4,6,2,2010,2000,4000
735,4,6,3,2010,2000,4000
736,4,6,4,2010,2000,4000
737,4,6,5,2010,2000,4000
738,4,6,6,2010,2000,4000
739,4,6,7,2010,2000,4000
740,4,6,8,2010,2000,4000
741,4,6,9,2010,2000,4000
742,4,6,10,2010,2000,4000
743,4,6,11,2010,2000,4000
744,4,6,12,2010,2000,4000
745,4,7,1,2010,800,1200
746,4,7,2,2010,800,1200
747,4,7,3,2010,800,1200
748,4,7,4,2010,800,1200
749,4,7,5,2010,800,1200
750,4,7,6,2010,800,1200
751,4,7,7,2010,800,1200
752,4,7,8,2010,800,1200
753,4,7,9,2010,800,1200
754,4,7,10,2010,800,1200
755,4,7,11,2010,800,1200
756,4,7,12,2010,800,1200
757,4,8,1,2010,300,700
758,4,8,2,2010,300,700
759,4,8,3,2010,300,700
760,4,8,4,2010,300,700
761,4,8,5,2010,300,700
762,4,8,6,2010,300,700
763,4,8,7,2010,300,700
764,4,8,8,2010,300,700
765,4,8,9,2010,300,700
766,4,8,10,2010,300,700
767,4,8,11,2010,300,700
768,4,8,12,2010,300,700
